Shipping ID,Ship Date,Ship Month,Ship Mode,Customer ID,Customer Type,Country,City,State,Region,Category,Primary Product Category,Sub-Category,Secondary Product Category,Product Name,Sales,Quantity,Discount,Profit,Returned
CA-2016-149482,19/11/2016,11,Standard Class,RR-19315,Non-Corporate,United States,San Francisco,California,West,Office Supplies,Office Furniture,Labels,Fully Assembled,Avery 52,7,2,0,3,0
CA-2016-136812,23/11/2016,11,Standard Class,AW-10930,Corporate,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Office Furniture,Storage,Fully Assembled,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1118,4,0,56,0
CA-2016-124506,17/11/2016,11,Standard Class,BB-11545,Corporate,United States,Chicago,Illinois,Central,Technology,Office Technology,Accessories,Non-Handheld,Belkin F8E887 USB Wired Ergonomic Keyboard,96,4,0,1,0
CA-2016-124506,17/11/2016,11,Standard Class,BB-11545,Corporate,United States,Chicago,Illinois,Central,Furniture,Office Furniture,Chairs,Fully Assembled,Global Chrome Stack Chair,48,2,0,-2,0
CA-2016-124352,21/10/2016,10,Standard Class,CD-12790,Corporate,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Office Furniture,Labels,Fully Assembled,Avery 49,20,7,0,10,0
CA-2016-124352,21/10/2016,10,Standard Class,CD-12790,Corporate,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Office Furniture,Labels,Fully Assembled,Avery 508,29,6,0,14,0
CA-2016-124352,21/10/2016,10,Standard Class,CD-12790,Corporate,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Office Furniture,Appliances,Fully Assembled,Hoover Upright Vacuum With Dirt Cup,869,3,0,252,0
CA-2016-124352,21/10/2016,10,Standard Class,CD-12790,Corporate,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Office Furniture,Paper,Fully Assembled,Xerox 1999,13,2,0,6,0
CA-2016-124352,21/10/2016,10,Standard Class,CD-12790,Corporate,United States,Oklahoma City,Oklahoma,Central,Technology,Office Technology,Phones,Handheld Technology,Samsung Replacement EH64AVFWE Premium Headset,6,1,0,1,0
CA-2016-124352,21/10/2016,10,Standard Class,CD-12790,Corporate,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Office Furniture,Binders,Fully Assembled,Ibico Plastic Spiral Binding Combs,122,4,0,56,0
CA-2016-144792,4/05/2016,5,Standard Class,KD-16615,Corporate,United States,Scottsdale,Arizona,West,Furniture,Office Furniture,Furnishings,Fully Assembled,12-1/2 Diameter Round Wall Clock,112,7,0,22,0
US-2016-114174,14/09/2016,9,Standard Class,AP-10720,Corporate,United States,Malden,Massachusetts,East,Furniture,Office Furniture,Bookcases,Self-Assembled,"Bush Westfield Collection Bookcases, Dark Cherry Finish",174,3,0,14,0
US-2016-114174,14/09/2016,9,Standard Class,AP-10720,Corporate,United States,Malden,Massachusetts,East,Office Supplies,Office Furniture,Labels,Fully Assembled,Avery 52,15,4,0,7,0
CA-2016-155439,18/09/2016,9,Standard Class,PN-18775,Corporate,United States,Columbia,South Carolina,South,Office Supplies,Office Furniture,Paper,Fully Assembled,Xerox 224,26,4,0,12,0
CA-2016-118626,20/08/2016,8,Standard Class,JC-15775,Non-Corporate,United States,Tallahassee,Florida,South,Technology,Office Technology,Phones,Handheld Technology,HTC One Mini,706,7,0,71,0
US-2016-126844,14/10/2016,10,Standard Class,BW-11110,Corporate,United States,Houston,Texas,Central,Furniture,Office Furniture,Furnishings,Fully Assembled,Contemporary Wood/Metal Frame,52,8,1,-32,0
CA-2016-155845,15/08/2016,8,Second Class,CM-12235,Non-Corporate,United States,Carrollton,Texas,Central,Technology,Office Technology,Accessories,Non-Handheld,Logitech diNovo Edge Keyboard,1400,7,0,53,0
CA-2016-137729,9/05/2016,5,Standard Class,BF-11005,Corporate,United States,Los Angeles,California,West,Office Supplies,Office Furniture,Storage,Fully Assembled,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",6,1,0,1,0
CA-2016-137729,9/05/2016,5,Standard Class,BF-11005,Corporate,United States,Los Angeles,California,West,Technology,Office Technology,Phones,Handheld Technology,Cisco Small Business SPA 502G VoIP phone,246,3,0,22,0
US-2016-115455,14/09/2016,9,Standard Class,SE-20110,Non-Corporate,United States,Wheeling,Illinois,Central,Furniture,Office Furniture,Furnishings,Fully Assembled,"Executive Impressions 12"" Wall Clock",14,2,1,-8,0
US-2016-115455,14/09/2016,9,Standard Class,SE-20110,Non-Corporate,United States,Wheeling,Illinois,Central,Furniture,Office Furniture,Tables,Fully Assembled,Bretford CR8500 Series Meeting Room Furniture,601,3,1,-301,0
CA-2016-165848,4/06/2016,6,Same Day,EN-13780,Non-Corporate,United States,New York City,New York,East,Office Supplies,Office Furniture,Paper,Fully Assembled,Easy-staple paper,15,3,0,7,0
CA-2016-165848,4/06/2016,6,Same Day,EN-13780,Non-Corporate,United States,New York City,New York,East,Technology,Office Technology,Machines,Non-Handheld,Panasonic KX MC6040 Color Laser Multifunction Printer,1350,3,0,364,0
CA-2016-165848,4/06/2016,6,Same Day,EN-13780,Non-Corporate,United States,New York City,New York,East,Furniture,Office Furniture,Bookcases,Self-Assembled,Sauder Inglewood Library Bookcases,137,1,0,5,0
CA-2016-165848,4/06/2016,6,Same Day,EN-13780,Non-Corporate,United States,New York City,New York,East,Furniture,Office Furniture,Furnishings,Fully Assembled,"Linden 10"" Round Wall Clock, Black",61,4,0,21,0
CA-2016-154053,10/03/2016,3,Standard Class,MG-17890,Corporate,United States,San Diego,California,West,Office Supplies,Office Furniture,Art,Fully Assembled,Berol Giant Pencil Sharpener,17,1,0,5,0
CA-2016-137204,5/05/2016,5,Standard Class,BO-11350,Corporate,United States,Los Angeles,California,West,Furniture,Office Furniture,Chairs,Fully Assembled,"Global Stack Chair without Arms, Black",42,2,0,3,0
CA-2016-124051,30/12/2016,12,First Class,KA-16525,Non-Corporate,United States,Aurora,Illinois,Central,Office Supplies,Office Furniture,Paper,Fully Assembled,White Computer Printout Paper by Universal,186,6,0,67,0
CA-2016-149111,21/04/2016,4,Second Class,BF-11170,Corporate,United States,Raleigh,North Carolina,South,Technology,Office Technology,Phones,Handheld Technology,Motorola L804,37,1,0,4,0
CA-2016-149111,21/04/2016,4,Second Class,BF-11170,Corporate,United States,Raleigh,North Carolina,South,Furniture,Office Furniture,Furnishings,Fully Assembled,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",19,8,0,6,0
US-2016-146794,1/10/2016,10,Standard Class,SH-19975,Corporate,United States,Hesperia,California,West,Furniture,Office Furniture,Bookcases,Self-Assembled,Bestar Classic Bookcase,425,5,0,20,0
CA-2016-150343,20/08/2016,8,Standard Class,PK-19075,Non-Corporate,United States,San Francisco,California,West,Office Supplies,Office Furniture,Envelopes,Fully Assembled,Convenience Packs of Business Envelopes,11,3,0,5,0
CA-2016-164784,4/05/2016,5,First Class,HF-14995,Non-Corporate,United States,Memphis,Tennessee,South,Office Supplies,Office Furniture,Labels,Fully Assembled,Avery 499,4,1,0,1,0
CA-2016-164784,4/05/2016,5,First Class,HF-14995,Non-Corporate,United States,Memphis,Tennessee,South,Furniture,Office Furniture,Tables,Fully Assembled,Bevis 44 x 96 Conference Tables,371,3,0,-142,0
CA-2016-164784,4/05/2016,5,First Class,HF-14995,Non-Corporate,United States,Memphis,Tennessee,South,Office Supplies,Office Furniture,Binders,Fully Assembled,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3,2,1,-2,0
CA-2016-111794,1/10/2016,10,Same Day,HG-15025,Non-Corporate,United States,Amarillo,Texas,Central,Technology,Office Technology,Accessories,Non-Handheld,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,80,3,0,21,0
CA-2016-111794,1/10/2016,10,Same Day,HG-15025,Non-Corporate,United States,Amarillo,Texas,Central,Office Supplies,Office Furniture,Paper,Fully Assembled,Easy-staple paper,28,1,0,10,0
CA-2016-133123,11/09/2016,9,Standard Class,KB-16315,Non-Corporate,United States,Thomasville,North Carolina,South,Office Supplies,Office Furniture,Envelopes,Fully Assembled,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",96,3,0,30,0
CA-2016-133123,11/09/2016,9,Standard Class,KB-16315,Non-Corporate,United States,Thomasville,North Carolina,South,Office Supplies,Office Furniture,Binders,Fully Assembled,Pressboard Data Binders by Wilson Jones,3,2,1,-2,0
US-2016-128195,5/08/2016,8,First Class,RA-19285,Non-Corporate,United States,Peoria,Illinois,Central,Office Supplies,Office Furniture,Binders,Fully Assembled,Ibico Presentation Index for Binding Systems,4,5,1,-7,0
US-2016-144211,2/09/2016,9,Standard Class,CS-12130,Non-Corporate,United States,Englewood,Colorado,West,Office Supplies,Office Furniture,Paper,Fully Assembled,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15,3,0,6,0
US-2016-144211,2/09/2016,9,Standard Class,CS-12130,Non-Corporate,United States,Englewood,Colorado,West,Technology,Office Technology,Phones,Handheld Technology,AT&T 17929 Lendline Telephone,109,3,0,8,0
CA-2016-138079,28/01/2016,1,Standard Class,AJ-10795,Corporate,United States,Seattle,Washington,West,Furniture,Office Furniture,Furnishings,Fully Assembled,"Contract Clock, 14"", Brown",110,5,0,37,0
CA-2016-161662,9/02/2016,2,First Class,BE-11410,Non-Corporate,United States,Lancaster,Ohio,East,Office Supplies,Office Furniture,Paper,Fully Assembled,Xerox 1912,30,2,0,11,0
CA-2016-164735,19/04/2016,4,Second Class,TB-21400,Non-Corporate,United States,Alexandria,Virginia,South,Office Supplies,Office Furniture,Storage,Fully Assembled,Acco Perma 4000 Stacking Storage Drawers,81,5,0,12,0
CA-2016-165015,27/02/2016,2,Second Class,BD-11725,Non-Corporate,United States,Newark,Ohio,East,Office Supplies,Office Furniture,Envelopes,Fully Assembled,Staple envelope,47,5,0,18,0
CA-2016-127775,13/06/2016,6,Second Class,ES-14020,Non-Corporate,United States,New York City,New York,East,Technology,Office Technology,Accessories,Non-Handheld,Razer Kraken PRO Over Ear PC and Music Headset,240,3,0,72,0
CA-2016-146171,15/03/2016,3,Standard Class,JP-16135,Corporate,United States,Columbus,Georgia,South,Furniture,Office Furniture,Furnishings,Fully Assembled,"Executive Impressions 13"" Clairmont Wall Clock",77,4,0,32,0
CA-2016-146171,15/03/2016,3,Standard Class,JP-16135,Corporate,United States,Columbus,Georgia,South,Office Supplies,Office Furniture,Storage,Fully Assembled,Iceberg Mobile Mega Data/Printer Cart ,481,4,0,125,0
CA-2016-163986,10/09/2016,9,Standard Class,JJ-15445,Non-Corporate,United States,Waukesha,Wisconsin,Central,Office Supplies,Office Furniture,Storage,Fully Assembled,Crate-A-Files,55,5,0,14,0
CA-2016-131576,26/11/2016,11,Standard Class,RD-19585,Non-Corporate,United States,Detroit,Michigan,Central,Office Supplies,Office Furniture,Binders,Fully Assembled,Ibico Standard Transparent Covers,49,3,0,24,0
CA-2016-144729,25/10/2016,10,Standard Class,JE-15745,Non-Corporate,United States,San Diego,California,West,Office Supplies,Office Furniture,Storage,Fully Assembled,"Belkin 19"" Vented Equipment Shelf, Black",154,3,0,2,0
CA-2016-139878,16/11/2016,11,Standard Class,LD-17005,Non-Corporate,United States,Detroit,Michigan,Central,Technology,Office Technology,Phones,Handheld Technology,Digium D40 VoIP phone,258,2,0,75,0
US-2016-106677,10/11/2016,11,Standard Class,AS-10285,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Office Technology,Phones,Handheld Technology,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,24,2,0,-16,0
CA-2016-116974,15/10/2016,10,Standard Class,MP-17965,Corporate,United States,Troy,Ohio,East,Technology,Office Technology,Phones,Handheld Technology,Mediabridge Sport Armband iPhone 5s,24,4,0,-16,0
CA-2016-153318,28/10/2016,10,First Class,JS-15595,Corporate,United States,Miami,Florida,South,Technology,Office Technology,Phones,Handheld Technology,Panasonic KX-TG9471B,784,5,0,78,0
CA-2016-160500,8/05/2016,5,First Class,DM-13015,Non-Corporate,United States,Encinitas,California,West,Office Supplies,Office Furniture,Binders,Fully Assembled,Computer Printout Index Tabs,7,5,0,2,0
CA-2016-160500,8/05/2016,5,First Class,DM-13015,Non-Corporate,United States,Encinitas,California,West,Furniture,Office Furniture,Tables,Fully Assembled,Bevis 36 x 72 Conference Tables,299,3,0,7,0
CA-2016-124149,26/04/2016,4,First Class,MJ-17740,Non-Corporate,United States,Lancaster,Ohio,East,Office Supplies,Office Furniture,Paper,Fully Assembled,Embossed Ink Jet Note Cards,108,6,0,38,0
CA-2016-124149,26/04/2016,4,First Class,MJ-17740,Non-Corporate,United States,Lancaster,Ohio,East,Office Supplies,Office Furniture,Storage,Fully Assembled,Eldon Fold 'N Roll Cart System,56,5,0,6,0
CA-2016-124149,26/04/2016,4,First Class,MJ-17740,Non-Corporate,United States,Lancaster,Ohio,East,Office Supplies,Office Furniture,Paper,Fully Assembled,Xerox 1942,78,2,0,29,0
CA-2016-147368,12/06/2016,6,First Class,TC-21295,Non-Corporate,United States,Tallahassee,Florida,South,Technology,Office Technology,Machines,Non-Handheld,Cisco CP-7937G Unified IP Conference Station Phone,696,2,1,-28,0
US-2016-162852,31/12/2016,12,Standard Class,BG-11695,Corporate,United States,Woodstock,Illinois,Central,Furniture,Office Furniture,Chairs,Fully Assembled,"Global Manager's Adjustable Task Chair, Storm",845,8,0,-12,0
CA-2016-123617,3/12/2016,12,Standard Class,AJ-10780,Corporate,United States,Palm Coast,Florida,South,Office Supplies,Office Furniture,Binders,Fully Assembled,ACCOHIDE Binder by Acco,7,6,1,-6,0
US-2016-128293,5/06/2016,6,First Class,KC-16255,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Office Furniture,Storage,Fully Assembled,Carina Double Wide Media Storage Towers in Natural & Black,65,1,0,-13,0
CA-2016-136371,21/03/2016,3,Second Class,SV-20935,Non-Corporate,United States,Oceanside,New York,East,Furniture,Office Furniture,Furnishings,Fully Assembled,"GE 4 Foot Flourescent Tube, 40 Watt",15,1,0,7,0
CA-2016-136371,21/03/2016,3,Second Class,SV-20935,Non-Corporate,United States,Oceanside,New York,East,Furniture,Office Furniture,Furnishings,Fully Assembled,"Master Caster Door Stop, Brown",20,4,0,7,0
CA-2016-128594,29/08/2016,8,First Class,DJ-13510,Corporate,United States,San Diego,California,West,Furniture,Office Furniture,Chairs,Fully Assembled,Global Troy Executive Leather Low-Back Tilter,1603,4,0,100,0
CA-2016-154690,17/08/2016,8,Second Class,CC-12370,Non-Corporate,United States,Fayetteville,North Carolina,South,Furniture,Office Furniture,Chairs,Fully Assembled,Hon Olson Stacker Stools,225,2,0,23,0
CA-2016-115588,12/11/2016,11,Second Class,AF-10885,Non-Corporate,United States,Toledo,Ohio,East,Office Supplies,Office Furniture,Supplies,Fully Assembled,Staple remover,15,5,0,-3,0
CA-2016-115588,12/11/2016,11,Second Class,AF-10885,Non-Corporate,United States,Toledo,Ohio,East,Office Supplies,Office Furniture,Storage,Fully Assembled,Acco Perma 4000 Stacking Storage Drawers,39,3,0,-2,0
US-2016-167339,23/01/2016,1,Second Class,TD-20995,Non-Corporate,United States,San Diego,California,West,Furniture,Office Furniture,Chairs,Fully Assembled,Global Super Steno Chair,154,2,0,-6,0
US-2016-167339,23/01/2016,1,Second Class,TD-20995,Non-Corporate,United States,San Diego,California,West,Furniture,Office Furniture,Chairs,Fully Assembled,Global Ergonomic Managers Chair,1013,7,0,76,0
CA-2016-152072,19/01/2016,1,Standard Class,Dp-13240,Corporate,United States,Westfield,New Jersey,East,Office Supplies,Office Furniture,Envelopes,Fully Assembled,Quality Park Security Envelopes,52,2,0,25,0
CA-2016-152072,19/01/2016,1,Standard Class,Dp-13240,Corporate,United States,Westfield,New Jersey,East,Office Supplies,Office Furniture,Art,Fully Assembled,American Pencil,5,2,0,1,0
CA-2016-152072,19/01/2016,1,Standard Class,Dp-13240,Corporate,United States,Westfield,New Jersey,East,Technology,Office Technology,Accessories,Non-Handheld,Logitech Gaming G510s - Keyboard,255,3,0,92,0
CA-2016-102932,23/09/2016,9,Second Class,SD-20485,Corporate,United States,Orange,New Jersey,East,Office Supplies,Office Furniture,Binders,Fully Assembled,Storex DuraTech Recycled Plastic Frosted Binders,25,6,0,13,0
CA-2016-102932,23/09/2016,9,Second Class,SD-20485,Corporate,United States,Orange,New Jersey,East,Office Supplies,Office Furniture,Supplies,Fully Assembled,Acme Forged Steel Scissors with Black Enamel Handles,28,3,0,8,0
CA-2016-130799,16/11/2016,11,Second Class,BK-11260,Non-Corporate,United States,San Francisco,California,West,Furniture,Office Furniture,Furnishings,Fully Assembled,"Eldon Regeneration Recycled Desk Accessories, Smoke",7,4,0,2,0
CA-2016-164483,3/02/2016,2,Standard Class,JF-15490,Non-Corporate,United States,San Francisco,California,West,Office Supplies,Office Furniture,Binders,Fully Assembled,Heavy-Duty E-Z-D Binders,17,2,0,6,0
US-2016-159856,22/10/2016,10,Standard Class,EP-13915,Non-Corporate,United States,Tempe,Arizona,West,Furniture,Office Furniture,Chairs,Fully Assembled,Global Deluxe Steno Chair,308,5,0,-35,0
US-2016-164630,9/01/2016,1,Standard Class,EB-13975,Corporate,United States,Charlotte,North Carolina,South,Technology,Office Technology,Copiers,Non-Handheld,Hewlett Packard 310 Color Digital Copier,960,4,0,120,0
CA-2016-164035,17/06/2016,6,Standard Class,CR-12730,Non-Corporate,United States,Chicago,Illinois,Central,Office Supplies,Office Furniture,Paper,Fully Assembled,Xerox 1978,23,5,0,8,0
CA-2016-153577,1/07/2016,7,Standard Class,KH-16330,Corporate,United States,Highland Park,Illinois,Central,Office Supplies,Office Furniture,Paper,Fully Assembled,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37,7,0,12,0
CA-2016-153577,1/07/2016,7,Standard Class,KH-16330,Corporate,United States,Highland Park,Illinois,Central,Furniture,Office Furniture,Chairs,Fully Assembled,Global Commerce Series Low-Back Swivel/Tilt Chairs,540,3,0,-8,0
CA-2016-160129,23/11/2016,11,Same Day,LS-17200,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Office Furniture,Fasteners,Fully Assembled,Advantus Map Pennant Flags and Round Head Tacks,16,5,0,2,0
CA-2016-160129,23/11/2016,11,Same Day,LS-17200,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Office Furniture,Furnishings,Fully Assembled,Nu-Dell Float Frame 11 x 14 1/2,14,2,0,4,0
CA-2016-160129,23/11/2016,11,Same Day,LS-17200,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Office Furniture,Furnishings,Fully Assembled,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70,7,0,12,0
US-2016-169040,12/12/2016,12,Standard Class,GT-14710,Non-Corporate,United States,Seattle,Washington,West,Technology,Office Technology,Phones,Handheld Technology,Plantronics Calisto P620-M USB Wireless Speakerphone System,157,1,0,14,0
US-2016-169040,12/12/2016,12,Standard Class,GT-14710,Non-Corporate,United States,Seattle,Washington,West,Technology,Office Technology,Phones,Handheld Technology,Google Nexus 5,432,3,0,27,0
US-2016-169040,12/12/2016,12,Standard Class,GT-14710,Non-Corporate,United States,Seattle,Washington,West,Office Supplies,Office Furniture,Envelopes,Fully Assembled,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,36,1,0,16,0
US-2016-169040,12/12/2016,12,Standard Class,GT-14710,Non-Corporate,United States,Seattle,Washington,West,Office Supplies,Office Furniture,Binders,Fully Assembled,Ibico Plastic and Wire Spiral Binding Combs,47,7,0,15,0
US-2016-169040,12/12/2016,12,Standard Class,GT-14710,Non-Corporate,United States,Seattle,Washington,West,Office Supplies,Office Furniture,Paper,Fully Assembled,Xerox 1880,248,7,0,117,0
US-2016-169040,12/12/2016,12,Standard Class,GT-14710,Non-Corporate,United States,Seattle,Washington,West,Office Supplies,Office Furniture,Paper,Fully Assembled,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",190,5,0,89,0
US-2016-169040,12/12/2016,12,Standard Class,GT-14710,Non-Corporate,United States,Seattle,Washington,West,Office Supplies,Office Furniture,Binders,Fully Assembled,GBC Standard Therm-A-Bind Covers,60,3,0,19,0
CA-2016-166443,5/11/2016,11,First Class,LH-17020,Non-Corporate,United States,San Francisco,California,West,Furniture,Office Furniture,Furnishings,Fully Assembled,Advantus Panel Wall Acrylic Frame,38,7,0,16,0
CA-2016-153353,24/08/2016,8,Standard Class,GG-14650,Corporate,United States,New York City,New York,East,Technology,Office Technology,Phones,Handheld Technology,GE DSL Phone Line Filter,40,1,0,12,0
CA-2016-139269,30/05/2016,5,Standard Class,JB-16045,Corporate,United States,Columbus,Georgia,South,Furniture,Office Furniture,Furnishings,Fully Assembled,Eldon Expressions Mahogany Wood Desk Collection,25,4,0,6,1
CA-2016-139269,30/05/2016,5,Standard Class,JB-16045,Corporate,United States,Columbus,Georgia,South,Office Supplies,Office Furniture,Paper,Fully Assembled,"Wirebound Service Call Books, 5 1/2"" x 4""",19,2,0,9,1
CA-2016-139269,30/05/2016,5,Standard Class,JB-16045,Corporate,United States,Columbus,Georgia,South,Office Supplies,Office Furniture,Storage,Fully Assembled,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1268,9,0,152,1
CA-2016-139010,26/02/2016,2,Second Class,MC-17635,Corporate,United States,Los Angeles,California,West,Technology,Office Technology,Accessories,Non-Handheld,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,13,1,0,1,0
CA-2016-139010,26/02/2016,2,Second Class,MC-17635,Corporate,United States,Los Angeles,California,West,Office Supplies,Office Furniture,Binders,Fully Assembled,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",19,4,0,7,0
CA-2016-139010,26/02/2016,2,Second Class,MC-17635,Corporate,United States,Los Angeles,California,West,Office Supplies,Office Furniture,Storage,Fully Assembled,Fellowes Officeware Wire Shelving,449,5,0,9,0
CA-2016-139010,26/02/2016,2,Second Class,MC-17635,Corporate,United States,Los Angeles,California,West,Office Supplies,Office Furniture,Binders,Fully Assembled,Avery Heavy-Duty EZD  Binder With Locking Rings,31,7,0,11,0
CA-2016-134376,6/10/2016,10,Standard Class,TT-21265,Corporate,United States,New York City,New York,East,Office Supplies,Office Furniture,Appliances,Fully Assembled,Kensington 6 Outlet Guardian Standard Surge Protector,61,3,0,17,0
CA-2016-112893,13/09/2016,9,Second Class,AT-10735,Non-Corporate,United States,Stockton,California,West,Office Supplies,Office Furniture,Binders,Fully Assembled,VariCap6 Expandable Binder,55,4,0,19,0
CA-2016-131499,10/09/2016,9,First Class,MG-17875,Corporate,United States,New York City,New York,East,Office Supplies,Office Furniture,Appliances,Fully Assembled,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207,1,0,62,0
CA-2016-124772,6/12/2016,12,First Class,JG-15160,Non-Corporate,United States,Murray,Kentucky,South,Furniture,Office Furniture,Furnishings,Fully Assembled,"Howard Miller 16"" Diameter Gallery Wall Clock",192,3,0,75,0
CA-2016-115525,29/07/2016,7,Standard Class,RR-19525,Corporate,United States,Toledo,Ohio,East,Office Supplies,Office Furniture,Appliances,Fully Assembled,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,244,5,0,27,0
US-2016-160528,30/08/2016,8,Standard Class,MH-18115,Corporate,United States,Pharr,Texas,Central,Office Supplies,Office Furniture,Storage,Fully Assembled,SAFCO Boltless Steel Shelving,727,8,0,-173,0
US-2016-160528,30/08/2016,8,Standard Class,MH-18115,Corporate,United States,Pharr,Texas,Central,Furniture,Office Furniture,Furnishings,Fully Assembled,Flat Face Poster Frame,23,3,1,-10,0
US-2016-160528,30/08/2016,8,Standard Class,MH-18115,Corporate,United States,Pharr,Texas,Central,Technology,Office Technology,Accessories,Non-Handheld,WD My Passport Ultra 2TB Portable External Hard Drive,666,7,0,-33,0
US-2016-164189,28/03/2016,3,Standard Class,DR-12880,Corporate,United States,Gresham,Oregon,West,Technology,Office Technology,Phones,Handheld Technology,BlackBerry Q10,403,4,0,25,0
US-2016-114293,26/11/2016,11,Standard Class,JH-16180,Non-Corporate,United States,Gresham,Oregon,West,Furniture,Office Furniture,Chairs,Fully Assembled,Novimex Fabric Task Chair,195,4,0,-12,1
US-2016-147991,9/05/2016,5,Standard Class,ZD-21925,Non-Corporate,United States,Chattanooga,Tennessee,South,Furniture,Office Furniture,Furnishings,Fully Assembled,"Eldon Image Series Desk Accessories, Burgundy",17,5,0,3,0
CA-2016-128517,14/04/2016,4,Second Class,SW-20350,Corporate,United States,Detroit,Michigan,Central,Technology,Office Technology,Phones,Handheld Technology,Nortel Meridian M5316 Digital phone,518,2,0,135,0
CA-2016-128517,14/04/2016,4,Second Class,SW-20350,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Office Furniture,Binders,Fully Assembled,Storex Flexible Poly Binders with Double Pockets,5,2,0,2,0
CA-2016-144554,12/11/2016,11,Standard Class,DM-13345,Corporate,United States,Newark,Ohio,East,Technology,Office Technology,Accessories,Non-Handheld,Plantronics Audio 478 Stereo USB Headset,120,3,0,23,0
CA-2016-125206,5/01/2016,1,First Class,LR-16915,Non-Corporate,United States,Los Angeles,California,West,Office Supplies,Office Furniture,Storage,Fully Assembled,Recycled Steel Personal File for Hanging File Folders,114,2,0,29,0
CA-2016-112123,8/03/2016,3,Standard Class,BH-11710,Non-Corporate,United States,Newark,Delaware,East,Office Supplies,Office Furniture,Binders,Fully Assembled,GBC ProClick Punch Binding System,448,7,0,219,1
CA-2016-112123,8/03/2016,3,Standard Class,BH-11710,Non-Corporate,United States,Newark,Delaware,East,Technology,Office Technology,Phones,Handheld Technology,Pyle PMP37LED,480,5,0,130,1
CA-2016-112123,8/03/2016,3,Standard Class,BH-11710,Non-Corporate,United States,Newark,Delaware,East,Office Supplies,Office Furniture,Paper,Fully Assembled,Xerox 194,166,3,0,80,1
CA-2016-124562,12/12/2016,12,Standard Class,JP-16135,Corporate,United States,Columbus,Ohio,East,Office Supplies,Office Furniture,Binders,Fully Assembled,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",13,7,1,-10,0
CA-2016-103037,29/07/2016,7,Standard Class,KH-16630,Corporate,United States,Houston,Texas,Central,Office Supplies,Office Furniture,Labels,Fully Assembled,Avery 493,16,4,0,6,0
CA-2016-121671,22/07/2016,7,Standard Class,AA-10480,Non-Corporate,United States,Springfield,Missouri,Central,Office Supplies,Office Furniture,Paper,Fully Assembled,Strathmore Photo Frame Cards,22,3,0,10,0
CA-2016-121671,22/07/2016,7,Standard Class,AA-10480,Non-Corporate,United States,Springfield,Missouri,Central,Office Supplies,Office Furniture,Storage,Fully Assembled,"Carina 42""Hx23 3/4""W Media Storage Unit",243,3,0,5,0
CA-2016-121671,22/07/2016,7,Standard Class,AA-10480,Non-Corporate,United States,Springfield,Missouri,Central,Office Supplies,Office Furniture,Paper,Fully Assembled,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",8,1,0,4,0
CA-2016-121671,22/07/2016,7,Standard Class,AA-10480,Non-Corporate,United States,Springfield,Missouri,Central,Office Supplies,Office Furniture,Paper,Fully Assembled,Xerox 1993,52,8,0,25,0
CA-2016-121671,22/07/2016,7,Standard Class,AA-10480,Non-Corporate,United States,Springfield,Missouri,Central,Office Supplies,Office Furniture,Storage,Fully Assembled,Tennsco 6- and 18-Compartment Lockers,265,1,0,48,0
CA-2016-150350,30/08/2016,8,Standard Class,MS-17770,Non-Corporate,United States,Seattle,Washington,West,Technology,Office Technology,Machines,Non-Handheld,Okidata C331dn Printer,838,3,0,63,0
